iter	Accuracy	MultiClass
110	0.9772896705	0.06758340408
111	0.9772841918	0.0674589012
112	0.9772818099	0.06727919339
113	0.9772723153	0.06719855975
114	0.9772848593	0.06700920268
115	0.9772892993	0.06656219263
116	0.9773303093	0.06647328881
117	0.9773241758	0.06637573406
118	0.9773450885	0.06613967248
119	0.977382386	0.06586505491
120	0.9773967549	0.06573341333
121	0.9774449134	0.06542595569
122	0.9774657118	0.06520369078
123	0.9775060386	0.06509849537
124	0.9775407056	0.06488389678
125	0.977535877	0.06481950947
126	0.9775403608	0.06473501707
127	0.9775443728	0.06465202001
128	0.9775776906	0.06442610906
129	0.9775781703	0.0643617069
130	0.9775752724	0.06428956936
131	0.9775739556	0.06423436444
132	0.9775945148	0.0641107575
133	0.9775905439	0.0640770679
134	0.9776053957	0.06386598713
135	0.9776107489	0.06379092587
136	0.9776649649	0.063724507
137	0.9776626563	0.06369017101
138	0.9776634003	0.06363393894
139	0.9776704033	0.06354552872
140	0.9776734196	0.06349783796
141	0.9776738425	0.06339733224
142	0.9776999128	0.06317531842
143	0.9776985999	0.06314672284
144	0.9777114445	0.06306772301
145	0.9777670097	0.06295187748
146	0.9777749847	0.06287581789
147	0.9777758384	0.0628445303
148	0.9778208193	0.06278055336
149	0.9778371221	0.06255176446
150	0.9778522957	0.06244609854
151	0.9778552875	0.06240517898
152	0.9778666197	0.06228238836
153	0.9778922315	0.06221415449
154	0.9779086037	0.06210976991
155	0.9779530766	0.06205842905
156	0.977977172	0.06191700371
157	0.9779783997	0.06188007242
158	0.9779929832	0.06176268734
159	0.9779973731	0.06172964558
160	0.9779989747	0.06171399049
161	0.9780130628	0.06160977738
162	0.9780191111	0.06152276131
163	0.9780255452	0.06139197162
164	0.9780760005	0.06121120996
165	0.9780803659	0.06119438795
166	0.9780837925	0.06111407988
167	0.9780922669	0.06106050324
168	0.9781039935	0.06094090083
169	0.978111619	0.0608654832
170	0.9781174804	0.06082123354
171	0.9781174275	0.0607871752
172	0.9781639083	0.06073037782
173	0.9781765573	0.06062427546
174	0.978183898	0.06056457643
175	0.9781946573	0.06048563265
176	0.9781571756	0.06040696529
177	0.9782100582	0.06031672237
178	0.978208851	0.06028002712
179	0.97821557	0.0602209551
180	0.9782379337	0.06013980249
181	0.9782510465	0.06008583703
182	0.9782550056	0.06002158143
183	0.9782959178	0.05999481213
184	0.9783026896	0.05993533999
185	0.9783114126	0.05986718591
186	0.9783257689	0.05978928407
187	0.9782914415	0.05974870073
188	0.9783437916	0.05964778903
189	0.9783556563	0.05959203258
190	0.978402889	0.05952476632
191	0.9784074375	0.05947833288
192	0.9784076244	0.05946465323
193	0.9784251067	0.05931962219
194	0.978438431	0.05927319927
195	0.9784410567	0.05923219722
196	0.9784457393	0.05920523143
197	0.9784980325	0.05915136488
198	0.9785230219	0.05904023668
199	0.9785267696	0.05900128399
200	0.9785255948	0.05896378642
201	0.9785322569	0.05892346935
202	0.9785765428	0.05890164973
203	0.9785353868	0.05887573441
204	0.9785413823	0.0588388318
205	0.9785878876	0.05880481475
206	0.9785878876	0.05878464824
207	0.9785842212	0.05877310576
208	0.9785487679	0.05873055123
209	0.978552353	0.05866577805
210	0.9785939359	0.05865307593
211	0.9786052436	0.05857844804
212	0.9786137551	0.05854246794
213	0.9786553908	0.05853793924
214	0.9786585207	0.05852658879
215	0.9786169378	0.05850368977
216	0.9786681296	0.05847018883
217	0.9786725724	0.05843072159
218	0.9787163257	0.05838224189
219	0.9787246258	0.05834138316
220	0.9787175885	0.05824114996
221	0.9787196248	0.05819916455
222	0.9788048513	0.0581647105
223	0.9787862539	0.05804095174
224	0.9787953627	0.0579161516
225	0.9788400225	0.05788509792
226	0.9788019475	0.05784915798
227	0.9788094633	0.05779539818
228	0.9788137191	0.05777196577
229	0.978822771	0.05771223708
230	0.9788259009	0.0576877407
231	0.9788328313	0.05765265517
232	0.9788349979	0.05763977996
233	0.9788392292	0.05763572691
234	0.9788489683	0.05759089972
235	0.978855232	0.05755859491
236	0.9788585245	0.05753150134
237	0.9788607478	0.0575261749
238	0.9788672758	0.05749089875
239	0.9788731087	0.05746184357
240	0.978872816	0.05742920829
241	0.9789099139	0.05732138231
242	0.9789951444	0.05728162948
243	0.9790136957	0.05722675098
244	0.9790165612	0.05719900481
245	0.9790145817	0.05714770172
246	0.9790175246	0.05712034332
247	0.9790652086	0.05709414802
248	0.9791207903	0.05704301276
249	0.9791211398	0.05701142247
250	0.9791638202	0.05698730282
251	0.9791796929	0.05692249887
252	0.9791837088	0.05686889165
253	0.9792396889	0.05682927285
254	0.979205199	0.05677472248
255	0.9792089711	0.0567439816
256	0.9792566591	0.05668558243
257	0.9792417406	0.05660572867
258	0.9792848762	0.05657647541
259	0.9793294832	0.05656036051
260	0.9792889694	0.05651653125
261	0.9792929609	0.05646203376
262	0.9793042811	0.05642275243
263	0.9793542414	0.05638513277
264	0.9794108432	0.05630943813
265	0.9794117537	0.05626722163
266	0.9793710814	0.05624615406
267	0.9794642584	0.05620181614
268	0.9794651649	0.05613843974
269	0.9795025074	0.05603267771
270	0.9795439032	0.05599031352
271	0.9795075639	0.05593382786
272	0.9795142056	0.0559053879
273	0.9794798782	0.05582158875
274	0.97945818	0.05573857532
275	0.9794561476	0.05571041003
276	0.9795198669	0.05562097979
277	0.979524151	0.05557447443
278	0.9795340772	0.05555240762
279	0.9795387069	0.05552569981
280	0.9795418692	0.05547291405
281	0.9795915611	0.05541944342
282	0.9796034708	0.05538065802
283	0.9796556015	0.05534106268
284	0.9797169593	0.05529751586
285	0.9797177357	0.0552657626
286	0.9797335311	0.05519362773
287	0.9797372259	0.05515758208
288	0.9797420955	0.05512765787
289	0.9798217403	0.05500983099
290	0.9798071066	0.05492362664
291	0.9798116551	0.05490042346
292	0.9798612942	0.05483221799
293	0.9799116813	0.05479863936
294	0.9799156199	0.05476450306
295	0.9799628771	0.05471406649
296	0.9799637631	0.05467381095
297	0.9799692749	0.05464001624
298	0.9799707747	0.05460620898
299	0.9799705878	0.05457957236
300	0.9799771158	0.0545547899
301	0.9799831112	0.05452955767
302	0.9799913261	0.05445786171
303	0.9800072232	0.05439726198
304	0.9800621138	0.05435848786
305	0.9800568612	0.05422027263
306	0.9800521502	0.05420144449
307	0.9800582797	0.05417862808
308	0.9801524446	0.05414023864
309	0.9801617609	0.05412145503
310	0.9801266855	0.05407218075
311	0.9801594961	0.05392603175
312	0.9801195717	0.05388320729
313	0.9801206447	0.0538507415
314	0.9801654387	0.0538217167
315	0.9801658284	0.05377493861
316	0.9802134596	0.0537326325
317	0.9802271453	0.05366006585
318	0.9802313482	0.05364451795
319	0.9802724229	0.05359460583
320	0.9802847105	0.05352408396
321	0.9802867997	0.05350750113
322	0.9802882995	0.05345897534
323	0.9802954737	0.05342212471
324	0.9803122569	0.05331249112
325	0.9803559534	0.05329316116
326	0.9803628878	0.05326161293
327	0.9803788662	0.05320961297
328	0.9803792157	0.05318756553
329	0.9804274363	0.05313753056
330	0.9804262938	0.05309756561
331	0.980428944	0.05306289956
332	0.9804571532	0.05296263806
333	0.980509979	0.05289747804
334	0.9805132714	0.05286042827
335	0.9805167792	0.05282220747
336	0.9805634999	0.0528085529
337	0.9805233641	0.05278278862
338	0.9805381109	0.05273706412
339	0.9805410822	0.05270488859
340	0.9805452038	0.05265650896
341	0.9805773714	0.05248306797
342	0.9805815214	0.05244468676
343	0.9805489053	0.05237533998
344	0.9805560511	0.05235660217
345	0.9805602011	0.05233047421
346	0.9805650991	0.05229595831
347	0.9806104296	0.05225258359
348	0.9806200102	0.05221448263
349	0.9806186445	0.05218069713
350	0.9806652066	0.05215650411
351	0.9806656334	0.05213725674
352	0.9806675601	0.05211140326
353	0.9806717346	0.05208292475
354	0.9807210526	0.05205282868
355	0.9807244263	0.05202786876
356	0.9806923428	0.05200085525
357	0.9806928264	0.05195940776
358	0.9807969253	0.05185631651
359	0.9807591714	0.05183615231
360	0.9808133834	0.05179370685
361	0.9809078165	0.05171169453
362	0.9809191368	0.05167189631
363	0.9809302701	0.05162624637
364	0.980937924	0.05159477054
365	0.9809771778	0.05156312256
366	0.9810203417	0.05153882299
367	0.9810762935	0.05150250168
368	0.9810834921	0.05146942356
369	0.9810524532	0.05143652885
370	0.9810572171	0.05140727628
371	0.981110547	0.05136119125
372	0.9811188716	0.05130920616
373	0.9811257207	0.05126808966
374	0.9811676775	0.05125308091
375	0.9811342322	0.05121238932
376	0.9811402805	0.05118044815
377	0.9811428495	0.05115178432
378	0.9811023641	0.05113081881
379	0.9811567671	0.05110140242
380	0.981158962	0.05106203385
381	0.9812094832	0.05096482159
382	0.9812416554	0.05085045531
383	0.9812427529	0.05083676316
384	0.9812876282	0.05082361867
385	0.9813478436	0.05077573864
386	0.9813500993	0.05070407367
387	0.98136961	0.05066282638
388	0.9813431479	0.05061378987
389	0.9813515253	0.05058400828
390	0.9813540414	0.05055813561
391	0.9813641584	0.05053122565
392	0.9814089524	0.05051296732
393	0.9814393242	0.0504099957
394	0.9814353367	0.0503851627
395	0.9814387633	0.05037217381
396	0.9814424904	0.0503376756
397	0.981446986	0.05031327843
398	0.9814877641	0.05028895021
399	0.9814922068	0.05027579103
400	0.9814601431	0.05022059125
401	0.981467423	0.0501866231
402	0.9815163915	0.0501678058
403	0.981560088	0.05014792049
404	0.9815630309	0.0501309193
405	0.9815703637	0.05011271543
406	0.981581822	0.05004748666
407	0.9815897197	0.0499955151
408	0.9815878293	0.04993034597
409	0.981592646	0.04990936788
410	0.9815950808	0.04987712847
411	0.9815608063	0.04983045549
412	0.9815698504	0.04981164294
413	0.9816966597	0.04978420973
414	0.9817016713	0.04974883578
415	0.9817074514	0.04972742507
416	0.9817140891	0.04970569572
417	0.9816998862	0.04962034562
418	0.9817057192	0.04959385183
419	0.981713747	0.04957243532
420	0.9817662478	0.04952261447
421	0.9818159721	0.04947417981
422	0.9818194515	0.04945590361
423	0.9818285768	0.04942190565
424	0.9818311458	0.04939594496
425	0.9818794192	0.04937327643
426	0.9818813458	0.04933918501
427	0.9818837925	0.04926793882
428	0.9818957061	0.04921329119
429	0.9819010956	0.04915237085
430	0.9819881147	0.04913464348
431	0.981988891	0.04911932212
432	0.9819986342	0.04907707722
433	0.9820060766	0.04905748865
434	0.982013007	0.04900935688
435	0.9820146126	0.0489808517
436	0.9820187058	0.0489514176
437	0.9820243841	0.04892617782
438	0.9820309973	0.04889135897
439	0.9820756572	0.04887052263
440	0.9820800999	0.04885586249
441	0.9821260443	0.04883371872
442	0.9821311821	0.04881350865
443	0.9821838777	0.04871477636
444	0.982190674	0.04868516722
445	0.9821480221	0.04866544953
446	0.9821998278	0.04864908959
447	0.9822022625	0.0486345814
448	0.9822432844	0.04862224477
449	0.9822130582	0.04854928754
450	0.9823002114	0.04852599836
451	0.982302138	0.04851029956
452	0.9823041949	0.04847888523
453	0.9823119017	0.04845198351
454	0.9822694896	0.04843140519
455	0.9822716846	0.04841759995
456	0.9822750827	0.04839555533
457	0.982281131	0.04835639622
458	0.982284021	0.04834090798
459	0.9822877971	0.04832892358
460	0.982290366	0.04831113513
461	0.9822556891	0.04826845559
462	0.9822595425	0.04824533788
463	0.9823070924	0.04822100296
464	0.9823108116	0.0481848897
465	0.9823531503	0.04814519526
466	0.9823591174	0.04812432078
467	0.9824093743	0.04810927549
468	0.9824073663	0.04808740024
469	0.982422914	0.04801423936
470	0.9825065349	0.04799919634
471	0.9825122092	0.04798619958
472	0.9825170788	0.04795569536
473	0.9825298705	0.04792300667
474	0.9825791357	0.04790617161
475	0.982632681	0.0478755599
476	0.9826049629	0.04783501689
477	0.9826189863	0.04779598749
478	0.9826224657	0.04776203313
479	0.9826675808	0.04773705757
480	0.9826699627	0.04771876224
481	0.9826820309	0.04769777642
482	0.9826832341	0.04763522603
483	0.9827303288	0.04760543094
484	0.9828639099	0.0475672797
485	0.9828824289	0.04753084624
486	0.9829269018	0.04750796339
487	0.9829324664	0.04743946442
488	0.9829396122	0.04738377827
489	0.9829422056	0.04735254095
490	0.9829468637	0.04732349103
491	0.9829482011	0.04730712269
492	0.982953847	0.04728622084
493	0.9830818067	0.0472354791
494	0.9830490849	0.04720374292
495	0.9830116236	0.04718544785
496	0.9830211514	0.04715298115
497	0.9830233708	0.04713436532
498	0.9830259397	0.04712369276
499	0.9830711889	0.04708208768
500	0.9830334066	0.04705779853
501	0.9830385689	0.04702992772
502	0.9830462756	0.0469861669
503	0.9831319574	0.04696575974
504	0.9831387008	0.04694674899
505	0.983074944	0.04685526832
506	0.9830844268	0.04680892177
507	0.9830895646	0.04679191611
508	0.9831350576	0.04674814123
509	0.9831407036	0.04672928864
510	0.9831474715	0.04671447571
511	0.9831516743	0.04670000346
512	0.9831249441	0.04663299386
513	0.9831413493	0.04656667428
514	0.9831472919	0.0465369939
515	0.9832011828	0.04650919485
516	0.9832023332	0.04647170521
517	0.9832467532	0.04645817039
518	0.9832566833	0.04644824966
519	0.9832596546	0.04642431867
520	0.9832640689	0.04640323416
521	0.9832693693	0.04638365641
522	0.9832717512	0.04637199082
523	0.9832724463	0.04635241532
524	0.9832768891	0.04633427955
525	0.9832802872	0.04631918627
526	0.9833331903	0.04628666252
527	0.9833417263	0.04624329612
528	0.9833844066	0.04623041661
529	0.9833891705	0.04619735269
530	0.9833941213	0.04616574293
531	0.9833939872	0.04615865049
532	0.9833977348	0.04613490483
533	0.9834096161	0.04611489873
534	0.983453341	0.04609348867
535	0.9834573814	0.04608300759
536	0.9835135485	0.04603699573
537	0.9835528023	0.0460203111
538	0.9836018236	0.04599156223
539	0.9836147495	0.04597373568
540	0.9836614173	0.04594228844
541	0.9836617668	0.04593226759
542	0.9836635065	0.045919345
543	0.9836664778	0.04589825012
544	0.983669315	0.04588028523
545	0.9836792695	0.04584572068
546	0.9837225392	0.04582298518
547	0.9837277299	0.04580465313
548	0.9837749587	0.04578577917
549	0.9837805313	0.04575418779
550	0.9837920386	0.04569914221
551	0.9838536686	0.04562973524
552	0.9838568024	0.04560446531
553	0.9838592372	0.04557902522
554	0.9838640539	0.04555723454
555	0.9838748661	0.04553440019
556	0.9838859221	0.04550735716
557	0.9838936004	0.04548214902
558	0.9839017624	0.04546089567
559	0.9839069531	0.04543846294
560	0.9839088798	0.04542967679
561	0.9839085058	0.04541688492
562	0.9839955249	0.04539527624
563	0.9840073533	0.04537466793
564	0.9840134545	0.04536299094
565	0.9840240268	0.04532705528
566	0.9840309288	0.04529007589
567	0.9840347861	0.04524584046
568	0.9840430128	0.04521104301
569	0.9840867906	0.04518171128
570	0.9840578125	0.04515304734
571	0.9841011635	0.04513864807
572	0.9841106628	0.04510468888
573	0.9841181013	0.04508535873
574	0.9841206702	0.04507029727
575	0.9841214466	0.04504203223
576	0.9841235602	0.04503232443
577	0.9841334903	0.04501028687
578	0.9841373966	0.04499994415
579	0.9841413557	0.04498485917
580	0.9841491153	0.044959683
581	0.9841159098	0.04490277574
582	0.9841194176	0.04487964692
583	0.9841297501	0.04485124044
584	0.9841831693	0.04480375895
585	0.9841856853	0.04477009383
586	0.9841903679	0.04475082976
587	0.9842042816	0.04472783815
588	0.9842069033	0.04470946822
589	0.984211025	0.04469062063
590	0.9842143702	0.04467526273
591	0.984222451	0.04464946735
592	0.9842233615	0.04462264768
593	0.9842310154	0.04460292912
594	0.9842346005	0.04458076971
595	0.9842426568	0.04456388691
596	0.9842475547	0.04454511301
597	0.9842530137	0.04452701865
598	0.984254538	0.04451611602
599	0.9842653218	0.04447945721
600	0.9842720936	0.04446346711
601	0.9842735934	0.04444711047
602	0.9842760077	0.04442995232
603	0.9842800481	0.04441822663
604	0.9842878361	0.0444024715
605	0.9843060095	0.04436598003
606	0.9843095946	0.04434871889
607	0.9843117611	0.04434137623
608	0.9843116554	0.04432914756
609	0.9843162686	0.04427462463
610	0.9843152563	0.04425929704
611	0.9843245687	0.04423837866
612	0.9843247312	0.04422741051
613	0.9843310478	0.04421355535
614	0.9843342589	0.04419520518
615	0.9843421811	0.04416488509
616	0.9843445346	0.04414305718
617	0.9843517048	0.04411976456
618	0.9843547574	0.04409925498
619	0.9843600538	0.04407305023
620	0.9844128228	0.04404937238
621	0.9844145625	0.04403099812
622	0.9844283176	0.04398163211
623	0.9844356748	0.04395544131
624	0.9844351139	0.0439414109
625	0.984437256	0.04391950606
626	0.9844887121	0.0439051854
627	0.9845027883	0.04388011177
628	0.9845117795	0.04386072928
629	0.9844709201	0.04384400359
630	0.9845144336	0.04382287044
631	0.9845635891	0.04379508972
632	0.9845697715	0.04378145313
633	0.9845867378	0.04373254748
634	0.9845910748	0.0437055308
635	0.9845545241	0.0436865259
636	0.9845635721	0.04367147698
637	0.9846180524	0.04364876258
638	0.9845782092	0.04362984699
639	0.9845821155	0.04362090334
640	0.9846369208	0.04360235932
641	0.9846422457	0.04358381961
642	0.9846897427	0.0435647073
643	0.9846938359	0.04354128162
644	0.9847408777	0.04350931252
645	0.9847427231	0.04347910289
646	0.9847470318	0.04346636303
647	0.9847488772	0.04345205135
648	0.9847517956	0.04344075648
649	0.9847536694	0.04342598065
650	0.9847593682	0.04339626412
651	0.9847644532	0.04338122446
652	0.9847701031	0.04336152274
653	0.9847731273	0.04334390149
654	0.9847802202	0.04332924033
655	0.9847858133	0.04331340992
656	0.9847561401	0.04328009541
657	0.9847653751	0.04326073452
658	0.9847697366	0.04324140034
659	0.9848169125	0.04322816914
660	0.9848191074	0.04321792759
661	0.9848181764	0.04319709231
662	0.9848681611	0.04317326541
663	0.9849166215	0.04315259875
664	0.9849623788	0.04313459211
665	0.984963029	0.04310159062
666	0.9849351199	0.04307902884
667	0.9849360304	0.04306699916
668	0.9849368068	0.04305958642
669	0.9849848932	0.04303277595
670	0.9849858565	0.04301577268
671	0.9850148665	0.04296381119
672	0.9850171143	0.04295734494
673	0.985024126	0.0429265038
674	0.9850325563	0.04290642043
675	0.9850455878	0.04288188661
676	0.9850473275	0.04287213167
677	0.9850940766	0.04285424661
678	0.9851001778	0.04283755953
679	0.9851044051	0.04282373125
680	0.9851113884	0.04279346408
681	0.9851617471	0.04276753668
682	0.985169214	0.04274376813
683	0.9851765996	0.04273123413
684	0.9851842251	0.04271321851
685	0.9851959762	0.04268748552
686	0.9851966184	0.04267878943
687	0.9852009799	0.04265903957
688	0.9852018091	0.04264723646
689	0.9851706076	0.04261997817
690	0.9852180518	0.04257351648
691	0.9852183729	0.04256917958
692	0.9852228685	0.04255020498
693	0.9853140621	0.04253300471
694	0.9853184236	0.04251596265
695	0.9853238297	0.04250310952
696	0.9853203014	0.04247666823
697	0.9853219882	0.04246556014
698	0.9853220206	0.04244376425
699	0.9853213255	0.04243780505
700	0.9853249919	0.04242580314
701	0.9853351089	0.04240706526
702	0.9853482218	0.04235653592
703	0.9853518598	0.04234419663
704	0.9853610664	0.04232303788
705	0.9854065026	0.04229639173
706	0.9854096325	0.04227777487
707	0.9854109169	0.04226137462
708	0.9854151198	0.04224989813
709	0.9854222656	0.04223571803
710	0.9854272693	0.0422064339
711	0.9854378661	0.04215609649
712	0.9854514098	0.0421336996
713	0.985456763	0.04211523071
714	0.9854670915	0.04209608986
715	0.9854697133	0.04208395376
716	0.9854730586	0.04207519823
717	0.9854739406	0.04206425753
718	0.9854814888	0.04204852654
719	0.9854833098	0.04203935356
720	0.9855300305	0.04202131241
721	0.9854945646	0.04198286937
722	0.9854971051	0.04195948354
723	0.9854976456	0.04194546465
724	0.9855104373	0.04191148436
725	0.9855139167	0.04189754009
726	0.9855580685	0.04188024279
727	0.9855599952	0.04186850974
728	0.9855637144	0.04184919745
729	0.9855688522	0.04182485504
730	0.9855762095	0.04181003474
731	0.9855795548	0.04178947398
732	0.9855866272	0.04175353412
733	0.985587428	0.04172168889
734	0.9855969273	0.04170764978
735	0.9856038048	0.04169320304
736	0.9856072842	0.04167553515
737	0.9856570819	0.04165079554
738	0.9856613622	0.04163428117
739	0.9856613338	0.04161412923
740	0.985706396	0.04159782999
741	0.9857183301	0.0415677445
742	0.9857220494	0.0415531807
743	0.9857676726	0.04153229916
744	0.9857368206	0.04150988202
745	0.9857814276	0.04149617867
746	0.9857875288	0.0414862875
747	0.9858359079	0.04144630855
748	0.9858431878	0.04142232954
749	0.9858410213	0.04140966191
750	0.9858030236	0.04139276239
751	0.9858479517	0.04137342295
752	0.9858603411	0.04134053039
753	0.9859487258	0.04132105289
754	0.9858759171	0.04130516035
755	0.9859201746	0.04127823681
756	0.9859621314	0.04125880476
757	0.9859613022	0.04124845994
758	0.9859763173	0.04122183001
759	0.9859842639	0.04119603947
760	0.9859873693	0.04118668717
761	0.9859893488	0.04117249406
762	0.9859929379	0.041147131
763	0.9859966572	0.0411328431
764	0.9860045509	0.04112073532
765	0.9860533853	0.04110065187
766	0.9861013091	0.04108227096
767	0.9861038859	0.04105094744
768	0.9861198115	0.04102941761
769	0.9861248965	0.04101530527
770	0.9861252705	0.0409970018
771	0.9861291238	0.04098700633
772	0.9861355461	0.0409740732
773	0.9861532603	0.0409481122
774	0.9861572478	0.04093041728
775	0.986164609	0.04091511606
776	0.9861768398	0.04087188746
777	0.9861768926	0.04086028734
778	0.9861849733	0.04083855871
779	0.9861906193	0.04082254776
780	0.9861990495	0.04080184345
781	0.986205606	0.04079046153
782	0.9862630576	0.04075992049
783	0.9862670979	0.04074644293
784	0.9862345955	0.04070140797
785	0.9862847182	0.04068302802
786	0.9863002943	0.04064180582
787	0.9863073059	0.04062804519
788	0.9863126023	0.0406079426
789	0.9863237885	0.04059215999
790	0.9863280971	0.04058400161
791	0.9863328121	0.04056022626
792	0.9863477703	0.04052520053
793	0.9863474776	0.04050436697
794	0.9863905848	0.04049294902
795	0.9863504734	0.0404831325
796	0.9863534975	0.04047429825
797	0.9864077908	0.04045416679
798	0.986411376	0.04044187332
799	0.9864155505	0.04042298422
